type,days_for_shipping_(real),days_for_shipment_(scheduled),benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_fname,customer_id,customer_lname,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,product_status,shipping_date,shipping_mode,order_year,order_month,order_day,delivery_days,order_weekday
TRANSFER,5,4,5.28000021,59.99000168,Shipping canceled,0,17,Cleats,Florissant,EE. UU.,Gloria,9414,Smith,Consumer,MO,8905 Heather Bluff Place,63033.0,4,Apparel,38.7325592,-90.2775116,LATAM,Mexico City,México,9414,2015-03-11 05:41:00,4744,365,0.0,0.0,11891,59.99000168,0.090000004,1,59.99000168,59.99000168,5.28000021,Central America,Distrito Federal,SUSPECTED_FRAUD,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-03-16 05:41:00,Standard Class,2015,March,11,5,Wednesday
DEBIT,5,4,95.19999695,339.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Edward,4875,Peters,Consumer,PR,6715 Blue Shadow Square,725.0,7,Fan Shop,18.24205971,-66.37055969,Pacific Asia,Ankara,Turquía,4875,2016-11-23 01:08:00,47409,1004,60.0,0.150000006,118526,399.980011,0.280000001,1,399.980011,339.980011,95.19999695,West Asia,Ankara,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2016-11-28 01:08:00,Standard Class,2016,November,23,5,Wednesday
TRANSFER,5,2,67.86000061,260.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Rebecca,4861,Smith,Corporate,PR,7155 Cozy Valley,725.0,7,Fan Shop,18.26816559,-66.37055206,LATAM,Santiago de Chile,Chile,4861,2015-02-19 19:43:00,3414,957,39.0,0.129999995,8482,299.980011,0.25999999,1,299.980011,260.980011,67.86000061,South America,Santiago de Chile,PENDING,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-02-24 19:43:00,Second Class,2015,February,19,5,Thursday
DEBIT,6,4,9.960000038,248.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Paul,4659,Smith,Consumer,PR,5913 Red Robin Corner,725.0,7,Fan Shop,18.29800606,-66.37062836,LATAM,Surubim,Brasil,4659,2015-05-29 17:39:00,10190,957,51.0,0.170000002,25477,299.980011,0.039999999,1,299.980011,248.9799957,9.960000038,South America,Pernambuco,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-06-04 17:39:00,Standard Class,2015,May,29,6,Friday
DEBIT,6,4,-18.0,29.98999977,Late delivery,1,29,Shop By Sport,North Bergen,EE. UU.,Mary,6256,Murray,Home Office,NJ,3684 Silent Hickory Route,7047.0,5,Golf,40.77746964,-74.03488159,Pacific Asia,Perth,Australia,6256,2015-10-24 21:39:00,20340,627,10.0,0.25,50794,39.99000168,-0.600000024,1,39.99000168,29.98999977,-18.0,Oceania,Australia Occidental,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-10-30 21:39:00,Standard Class,2015,October,24,6,Saturday
TRANSFER,3,4,75.65000153,290.9500122,Advance shipping,0,17,Cleats,Everett,EE. UU.,Mary,11055,Smith,Home Office,WA,8849 Middle Pond Corners,98208.0,4,Apparel,47.88882828,-122.2048111,Pacific Asia,Bekasi,Indonesia,11055,2016-01-20 08:55:00,26332,365,9.0,0.029999999,65899,59.99000168,0.25999999,5,299.9500122,290.9500122,75.65000153,Southeast Asia,Java Occidental,PENDING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-01-23 08:55:00,Standard Class,2016,January,20,3,Wednesday
PAYMENT,3,2,188.1499939,391.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Matthew,10102,Smith,Consumer,PR,8497 Indian Pine Bend,725.0,7,Fan Shop,18.25134277,-66.37050629,Pacific Asia,Manila,Filipinas,10102,2015-11-21 14:15:00,22237,1004,8.0,0.02,55679,399.980011,0.479999989,1,399.980011,391.980011,188.1499939,Southeast Asia,Capital Nacional,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-11-24 14:15:00,Second Class,2015,November,21,3,Saturday
DEBIT,5,4,13.10999966,95.01999664,Late delivery,1,37,Electronics,Indio,EE. UU.,Mary,768,Smith,Consumer,CA,556 Velvet Landing,92201.0,6,Outdoors,37.38663864,-122.0335236,LATAM,Rosario,Argentina,768,2015-03-05 02:32:00,4324,822,0.959999979,0.01,10830,47.99000168,0.140000001,2,95.98000336,95.01999664,13.10999966,South America,Santa Fe,COMPLETE,822,37,Titleist Pro V1x High Numbers Golf Balls,47.99000168,0,2015-03-10 02:32:00,Standard Class,2015,March,5,5,Thursday
TRANSFER,2,4,181.4299927,377.980011,Shipping canceled,0,45,Fishing,Caguas,Puerto Rico,Mary,4249,Butler,Consumer,PR,1411 Little Log Boulevard,725.0,7,Fan Shop,18.27620125,-66.3706131,LATAM,Santo Domingo,República Dominicana,4249,2017-02-02 18:01:00,52321,1004,22.0,0.059999999,130738,399.980011,0.479999989,1,399.980011,377.980011,181.4299927,Caribbean,Santo Domingo,SUSPECTED_FRAUD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-02-04 18:01:00,Standard Class,2017,February,2,2,Thursday
TRANSFER,6,4,31.79000092,94.05999756,Late delivery,1,37,Electronics,Caguas,Puerto Rico,Margaret,7243,Smith,Consumer,PR,4984 Dusty Log Parkway,725.0,6,Outdoors,18.20591736,-66.37058258,USCA,Arlington,Estados Unidos,7243,2016-08-03 18:06:00,39785,822,1.919999957,0.02,99265,47.99000168,0.340000004,2,95.98000336,94.05999756,31.79000092,South of  USA ,Virginia,PROCESSING,822,37,Titleist Pro V1x High Numbers Golf Balls,47.99000168,0,2016-08-09 18:06:00,Standard Class,2016,August,3,6,Wednesday
CASH,4,4,-7.039999962,70.36000061,Shipping on time,0,36,Golf Balls,Mechanicsburg,EE. UU.,Mary,10299,Blake,Consumer,PA,1087 Crystal Horse Beach,17055.0,6,Outdoors,40.21145248,-77.0072937,USCA,Philadelphia,Estados Unidos,10299,2016-05-04 13:30:00,33538,810,9.600000381,0.119999997,83729,19.98999977,-0.100000001,4,79.95999908,70.36000061,-7.039999962,East of USA,Pensilvania,CLOSED,810,36,Glove It Women's Mod Oval Golf Glove,19.98999977,0,2016-05-08 13:30:00,Standard Class,2016,May,4,4,Wednesday
DEBIT,4,4,57.61000061,174.5700073,Shipping on time,0,17,Cleats,Portland,EE. UU.,Lisa,3381,Smith,Home Office,OR,9726 Dewy Grounds,97206.0,4,Apparel,45.45874023,-122.5946426,Europe,Podgorica,Montenegro,3381,2016-11-30 09:42:00,47913,365,5.400000095,0.029999999,119815,59.99000168,0.330000013,3,179.9700012,174.5700073,57.61000061,Southern Europe,Podgorica,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-12-04 09:42:00,Standard Class,2016,November,30,4,Wednesday
DEBIT,5,2,135.1900024,399.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,8497,Simon,Consumer,PR,5339 Burning Pony Heights,725.0,3,Footwear,18.20913315,-66.37055969,Africa,Lagos,Nigeria,8497,2016-11-08 00:16:00,46379,191,99.98999786,0.200000003,115967,99.98999786,0.340000004,5,499.9500122,399.9599915,135.1900024,West Africa,Lagos,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-11-13 00:16:00,Second Class,2016,November,8,5,Tuesday
TRANSFER,3,4,68.04000092,251.9799957,Shipping canceled,0,43,Camping & Hiking,Lockport,EE. UU.,Sandra,2774,Smith,Consumer,IL,8161 Misty Port,60441.0,7,Fan Shop,41.58304977,-88.05521393,Europe,Antibes,Francia,2774,2017-06-19 18:21:00,61707,957,48.0,0.159999996,154282,299.980011,0.270000011,1,299.980011,251.9799957,68.04000092,Western Europe,Provenza-Alpes-Costa Azul,SUSPECTED_FRAUD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2017-06-22 18:21:00,Standard Class,2017,June,19,3,Monday
TRANSFER,2,1,122.8399963,272.980011,Late delivery,1,43,Camping & Hiking,Silver Spring,EE. UU.,Mary,4903,Rodriguez,Home Office,MD,2656 Noble Canyon,20904.0,7,Fan Shop,39.04636002,-76.98272705,LATAM,Santo Domingo,República Dominicana,4903,2017-05-09 04:13:00,58858,957,27.0,0.090000004,147330,299.980011,0.449999988,1,299.980011,272.980011,122.8399963,Caribbean,Santo Domingo,PROCESSING,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2017-05-11 04:13:00,First Class,2017,May,9,2,Tuesday
PAYMENT,6,4,-56.25999832,281.3200073,Late delivery,1,69,Health and Beauty,Moreno Valley,EE. UU.,Madonna,15733,Bishop,Consumer,CA,2197 Hidden Panda Mountain,92553.0,12,Health and Beauty ,33.92366028,-117.2291946,Pacific Asia,Cairns,Australia,15733,2017-11-19 15:31:00,72180,1356,11.72000027,0.039999999,175495,293.0400085,-0.200000003,1,293.0400085,281.3200073,-56.25999832,Oceania,Queensland,PAYMENT_REVIEW,1356,69,First aid kit,293.0400085,0,2017-11-25 15:31:00,Standard Class,2017,November,19,6,Sunday
DEBIT,3,4,-378.519989,148.4400024,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,348,Smith,Home Office,PR,20 Bright Barn Woods,725.0,7,Fan Shop,18.22519684,-66.0062027,LATAM,Contramaestre,Cuba,348,2015-05-18 12:35:00,9422,1014,1.5,0.01,23519,49.97999954,-2.549999952,3,149.9400024,148.4400024,-378.519989,Caribbean,Santiago de Cuba,ON_HOLD,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-05-21 12:35:00,Standard Class,2015,May,18,3,Monday
TRANSFER,2,1,7.429999828,49.5,Shipping canceled,0,24,Women's Apparel,San Antonio,EE. UU.,Mary,11008,Olson,Consumer,TX,9881 Golden Concession,78207.0,5,Golf,29.42638016,-98.52271271,USCA,Seattle,Estados Unidos,11008,2016-07-25 14:26:00,39158,502,0.5,0.01,97734,50.0,0.150000006,1,50.0,49.5,7.429999828,West of USA ,Washington,SUSPECTED_FRAUD,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-07-27 14:26:00,First Class,2016,July,25,2,Monday
DEBIT,4,2,2.930000067,39.11999893,Late delivery,1,36,Golf Balls,Caguas,Puerto Rico,Eric,3814,Salazar,Consumer,PR,2104 Green Landing,725.0,6,Outdoors,18.2750473,-66.37056732,Pacific Asia,Adelaide,Australia,3814,2015-10-25 00:27:00,20348,793,5.849999905,0.129999995,50807,14.98999977,0.079999998,3,44.97000122,39.11999893,2.930000067,Oceania,Australia del Sur,COMPLETE,793,36,Hirzl Women's Hybrid Golf Glove,14.98999977,0,2015-10-29 00:27:00,Second Class,2015,October,25,4,Sunday
TRANSFER,3,4,33.22000122,293.980011,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,3752,Vega,Home Office,PR,7840 Umber Sky Villas,725.0,7,Fan Shop,18.2105732,-66.37058258,LATAM,São Miguel dos Campos,Brasil,3752,2015-05-29 13:06:00,10177,957,6.0,0.02,25436,299.980011,0.109999999,1,299.980011,293.980011,33.22000122,South America,Alagoas,PENDING,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-06-01 13:06:00,Standard Class,2015,May,29,3,Friday
PAYMENT,4,4,24.60000038,327.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Ashley,12031,Benitez,Corporate,PR,503 Little Rabbit Campus,725.0,7,Fan Shop,18.25424194,-66.37055969,LATAM,Hermosillo,México,12031,2015-02-15 22:32:00,3148,1004,72.0,0.180000007,7834,399.980011,0.079999998,1,399.980011,327.980011,24.60000038,Central America,Sonora,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-02-19 22:32:00,Standard Class,2015,February,15,4,Sunday
PAYMENT,0,0,46.5,371.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Edward,3681,Jones,Corporate,PR,8248 Clear Glade,725.0,7,Fan Shop,18.28289414,-66.37050629,Europe,Wolverhampton,Reino Unido,3681,2015-08-16 03:42:00,15562,1004,28.0,0.07,38905,399.980011,0.129999995,1,399.980011,371.980011,46.5,Northern Europe,Inglaterra,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-08-16 15:42:00,Same Day,2015,August,16,0,Sunday
PAYMENT,4,4,135.2200012,293.9500122,Shipping on time,0,17,Cleats,Laredo,EE. UU.,Mary,2154,Andrews,Corporate,TX,2912 Hidden Acres,78040.0,4,Apparel,27.50749588,-99.49232483,Africa,Saida,Argelia,2154,2017-01-14 05:15:00,50983,365,6.0,0.02,127420,59.99000168,0.460000008,5,299.9500122,293.9500122,135.2200012,North Africa,Saida,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-01-18 05:15:00,Standard Class,2017,January,14,4,Saturday
TRANSFER,4,4,95.8199997,263.9599915,Shipping on time,0,17,Cleats,Memphis,EE. UU.,Kathleen,11379,Glover,Corporate,TN,1706 Dewy Mall ,38128.0,4,Apparel,35.173172,-89.89816284,Pacific Asia,Singapur,Singapur,11379,2016-02-28 22:42:00,29043,365,35.99000168,0.119999997,72670,59.99000168,0.360000014,5,299.9500122,263.9599915,95.8199997,Southeast Asia,Singapur,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-03-03 22:42:00,Standard Class,2016,February,28,4,Sunday
DEBIT,5,4,132.2899933,377.980011,Late delivery,1,45,Fishing,Hanford,EE. UU.,Amy,1997,Callahan,Consumer,CA,2863 Crystal Barn End,93230.0,7,Fan Shop,36.32823181,-119.5044022,LATAM,Bogotá,Colombia,1997,2017-01-29 20:29:00,52054,1004,22.0,0.059999999,130061,399.980011,0.349999994,1,399.980011,377.980011,132.2899933,South America,Bogotá,ON_HOLD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-02-03 20:29:00,Standard Class,2017,January,29,5,Sunday
DEBIT,5,2,41.29999924,152.9700012,Late delivery,1,17,Cleats,Newark,EE. UU.,Mary,4599,Smith,Consumer,NJ,3752 Red Rise,7104.0,4,Apparel,40.75481033,-74.1746521,Europe,Castres,Francia,4599,2017-09-03 20:21:00,66919,365,27.0,0.150000006,167286,59.99000168,0.270000011,3,179.9700012,152.9700012,41.29999924,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-09-08 20:21:00,Second Class,2017,September,3,5,Sunday
DEBIT,0,0,69.08999634,147.0,Shipping on time,0,24,Women's Apparel,Brooklyn,EE. UU.,Mary,9200,Orozco,Consumer,NY,4393 Sleepy Sky Bend,11219.0,5,Golf,40.63466263,-73.99480438,Europe,La Celle-Saint-Cloud,Francia,9200,2015-09-14 11:12:00,17570,502,3.0,0.02,43933,50.0,0.469999999,3,150.0,147.0,69.08999634,Western Europe,Isla de Francia,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-09-14 23:12:00,Same Day,2015,September,14,0,Monday
TRANSFER,4,4,-674.9299927,449.9599915,Shipping on time,0,9,Cardio Equipment,Costa Mesa,EE. UU.,Kevin,5876,Smith,Corporate,CA,9843 Indian Passage,92627.0,3,Footwear,33.64226151,-117.9133224,USCA,Camarillo,Estados Unidos,5876,2016-07-18 23:02:00,38703,191,50.0,0.100000001,96640,99.98999786,-1.5,5,499.9500122,449.9599915,-674.9299927,West of USA ,California,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-07-22 23:02:00,Standard Class,2016,July,18,4,Monday
CASH,2,4,156.6699982,447.6400146,Advance shipping,0,66,Crafts,Honolulu,EE. UU.,Blythe,14894,Osborne,Consumer,HI,1612 Quaking Walk,96817.0,4,Apparel,21.32080078,-157.8613892,Europe,Valladolid,España,14894,2017-11-07 09:34:00,71341,1353,13.84000015,0.029999999,174656,461.480011,0.349999994,1,461.480011,447.6400146,156.6699982,Southern Europe,Castilla y León,CLOSED,1353,66,Porcelain crafts,461.480011,0,2017-11-09 09:34:00,Standard Class,2017,November,7,2,Tuesday
PAYMENT,2,4,40.68999863,232.5,Advance shipping,0,24,Women's Apparel,Chula Vista,EE. UU.,Mary,700,Cummings,Consumer,CA,4355 Shady Bank,91910.0,5,Golf,32.69543076,-117.0414734,Pacific Asia,Ankara,Turquía,700,2016-10-23 01:21:00,45286,502,17.5,0.07,113155,50.0,0.180000007,5,250.0,232.5,40.68999863,West Asia,Ankara,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-10-25 01:21:00,Standard Class,2016,October,23,2,Sunday
DEBIT,2,4,53.75999832,114.3899994,Advance shipping,0,18,Men's Footwear,Las Vegas,EE. UU.,Joe,1215,Hart,Consumer,NV,7868 Iron Fawn Mall ,89123.0,4,Apparel,36.04530716,-115.1722946,LATAM,Managua,Nicaragua,1215,2017-06-12 12:35:00,61211,403,15.60000038,0.119999997,153119,129.9900055,0.469999999,1,129.9900055,114.3899994,53.75999832,Central America,Managua,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-06-14 12:35:00,Standard Class,2017,June,12,2,Monday
DEBIT,1,0,-186.0700073,278.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Shirley,5692,Harvey,Corporate,PR,8808 Quaking Front,725.0,3,Footwear,18.21409035,-66.37063599,Europe,Bergamo,Italia,5692,2015-07-20 22:29:00,13766,191,21.0,0.07,34469,99.98999786,-0.670000017,3,299.9700012,278.9700012,-186.0700073,Southern Europe,Lombardía,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-07-21 10:29:00,Same Day,2015,July,20,0,Monday
TRANSFER,5,4,3.150000095,50.0,Late delivery,1,24,Women's Apparel,South San Francisco,EE. UU.,Denise,3905,Smith,Corporate,CA,1982 Rocky Parkway,94080.0,5,Golf,37.67061997,-122.4532928,LATAM,Itu,Brasil,3905,2015-02-16 16:24:00,3199,502,0.0,0.0,7971,50.0,0.059999999,1,50.0,50.0,3.150000095,South America,São Paulo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-02-21 16:24:00,Standard Class,2015,February,16,5,Monday
DEBIT,4,4,-5.800000191,199.9199982,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Shawn,1070,Huffman,Home Office,PR,3332 Heather Road,725.0,7,Fan Shop,18.24146652,-66.3705368,USCA,Los Angeles,Estados Unidos,1070,2016-04-24 18:46:00,32868,1014,0.0,0.0,82212,49.97999954,-0.029999999,4,199.9199982,199.9199982,-5.800000191,West of USA ,California,COMPLETE,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2016-04-28 18:46:00,Standard Class,2016,April,24,4,Sunday
TRANSFER,2,1,25.07999992,56.99000168,Late delivery,1,17,Cleats,Rock Hill,EE. UU.,William,3365,Crawford,Consumer,SC,7392 Pleasant Horse Orchard,29730.0,4,Apparel,34.80184555,-81.09809113,USCA,Milwaukee,Estados Unidos,3365,2016-06-07 23:16:00,35895,365,3.0,0.050000001,89649,59.99000168,0.439999998,1,59.99000168,56.99000168,25.07999992,US Center ,Wisconsin,PENDING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-06-09 23:16:00,First Class,2016,June,7,2,Tuesday
TRANSFER,2,1,44.59000015,90.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Emma,8924,Smith,Corporate,PR,9671 Hidden Glade,725.0,3,Footwear,18.20106697,-66.37056732,Africa,Kinshasa,República Democrática del Congo,8924,2016-09-29 02:47:00,43646,191,9.0,0.090000004,109005,99.98999786,0.49000001,1,99.98999786,90.98999786,44.59000015,Central Africa,Kinshasa,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-10-01 02:47:00,First Class,2016,September,29,2,Thursday
TRANSFER,2,4,111.2699966,317.9200134,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,Tana,19404,Franklin,Consumer,PR,406 Shady Cider Corner,725.0,2,Fitness,18.28108215,-66.03705597,Pacific Asia,Shanghái,China,19404,2018-01-12 05:38:00,75851,1360,9.829999924,0.029999999,179166,327.75,0.349999994,1,327.75,317.9200134,111.2699966,Eastern Asia,Shanghái,PENDING,1360,73,Smart watch ,327.75,0,2018-01-14 05:38:00,Standard Class,2018,January,12,2,Friday
DEBIT,6,2,29.34000015,179.9700012,Late delivery,1,17,Cleats,Cleveland,EE. UU.,Jonathan,10543,Smith,Home Office,OH,8967 Grand Highway,44109.0,4,Apparel,41.48575592,-81.62372589,Pacific Asia,Bandung,Indonesia,10543,2015-12-26 00:22:00,24595,365,0.0,0.0,61589,59.99000168,0.159999996,3,179.9700012,179.9700012,29.34000015,Southeast Asia,Java Occidental,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-01-01 00:22:00,Second Class,2015,December,26,6,Saturday
TRANSFER,6,4,50.27999878,148.7599945,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Daniel,1106,Smith,Consumer,PR,3996 Misty Vale,725.0,5,Golf,18.2080822,-66.37052918,Europe,Nantes,Francia,1106,2017-07-26 03:46:00,64200,627,11.19999981,0.07,160511,39.99000168,0.340000004,4,159.9600067,148.7599945,50.27999878,Western Europe,Países del Loira,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-08-01 03:46:00,Standard Class,2017,July,26,6,Wednesday
DEBIT,4,4,1.75999999,175.9900055,Shipping on time,0,48,Water Sports,Houston,EE. UU.,Dennis,5259,Smith,Corporate,TX,7792 Lost Grounds,77036.0,7,Fan Shop,29.71482086,-95.51293945,Africa,Johannesburg,SudAfrica,5259,2016-12-16 00:34:00,48983,1073,24.0,0.119999997,122474,199.9900055,0.01,1,199.9900055,175.9900055,1.75999999,Southern Africa,Gauteng,COMPLETE,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2016-12-20 00:34:00,Standard Class,2016,December,16,4,Friday
TRANSFER,2,1,30.79999924,106.2099991,Shipping canceled,0,40,Accessories,San Antonio,EE. UU.,Mary,11008,Olson,Consumer,TX,9881 Golden Concession,78207.0,6,Outdoors,29.42638016,-98.52271271,USCA,Seattle,Estados Unidos,11008,2016-07-25 14:26:00,39158,886,18.73999977,0.150000006,97732,24.98999977,0.289999992,5,124.9499969,106.2099991,30.79999924,West of USA ,Washington,SUSPECTED_FRAUD,886,40,Team Golf San Francisco Giants Putter Grip,24.98999977,0,2016-07-27 14:26:00,First Class,2016,July,25,2,Monday
DEBIT,2,1,21.68000031,246.3099976,Late delivery,1,71,Music,Normal,EE. UU.,Ariel,18906,Hinton,Consumer,IL,9279 Little Beach,61761.0,9,Discs Shop,40.50857925,-88.98264313,Pacific Asia,Ajmer,India,18906,2018-01-04 23:09:00,75353,1358,14.34000015,0.059999999,178668,260.6499939,0.090000004,1,260.6499939,246.3099976,21.68000031,South Asia,Rajastán,COMPLETE,1358,71,Rock music,260.6499939,0,2018-01-06 23:09:00,First Class,2018,January,4,2,Thursday
DEBIT,3,4,17.28000069,63.99000168,Advance shipping,0,41,Trade-In,Caguas,Puerto Rico,Albert,10735,Valdez,Corporate,PR,5958 Emerald Nook,725.0,6,Outdoors,18.28677559,-66.37055969,LATAM,Bridgetown,Barbados,10735,2015-03-22 12:30:00,5517,917,1.980000019,0.029999999,13773,21.98999977,0.270000011,3,65.97000122,63.99000168,17.28000069,Caribbean,San Miguel,COMPLETE,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,2015-03-25 12:30:00,Standard Class,2015,March,22,3,Sunday
PAYMENT,6,2,85.55999756,185.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,4833,Smith,Consumer,PR,9221 Foggy Wagon  Wynd,725.0,7,Fan Shop,18.29796982,-66.37052918,LATAM,Ilopango,El Salvador,4833,2017-04-01 16:32:00,56290,1073,14.0,0.07,140781,199.9900055,0.460000008,1,199.9900055,185.9900055,85.55999756,Central America,San Salvador,PENDING_PAYMENT,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2017-04-07 16:32:00,Second Class,2017,April,1,6,Saturday
DEBIT,6,2,13.64999962,136.5,Late delivery,1,24,Women's Apparel,Dallas,EE. UU.,Joyce,5017,Smith,Corporate,TX,3865 Harvest Prairie Mount,75216.0,5,Golf,32.71627045,-96.76869202,Pacific Asia,Al Hillah,Irak,5017,2017-01-01 21:55:00,50140,502,13.5,0.090000004,125328,50.0,0.100000001,3,150.0,136.5,13.64999962,West Asia,Babilonia,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-01-07 21:55:00,Second Class,2017,January,1,6,Sunday
TRANSFER,4,4,27.70999908,81.98999786,Shipping on time,0,9,Cardio Equipment,Tonawanda,EE. UU.,Mary,7363,Cole,Consumer,NY,1831 Honey Hickory Mount,14150.0,3,Footwear,43.01396942,-78.87906647,USCA,Kingston,Canada,7363,2016-10-09 03:28:00,44333,191,18.0,0.180000007,110688,99.98999786,0.340000004,1,99.98999786,81.98999786,27.70999908,Canada,Ontario,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-10-13 03:28:00,Standard Class,2016,October,9,4,Sunday
PAYMENT,6,4,9.850000381,28.14999962,Late delivery,1,13,Electronics,Cordova,EE. UU.,Amy,5863,Smith,Corporate,TN,8187 Cotton Rise Court,38018.0,3,Footwear,35.1572609,-89.78952789,USCA,Arlington,Estados Unidos,5863,2016-05-09 22:04:00,33905,282,3.839999914,0.119999997,84635,31.98999977,0.349999994,1,31.98999977,28.14999962,9.850000381,US Center ,Texas,PENDING_PAYMENT,282,13,Under Armour Women's Ignite PIP VI Slide,31.98999977,0,2016-05-15 22:04:00,Standard Class,2016,May,9,6,Monday
TRANSFER,4,4,9.380000114,82.98999786,Shipping on time,0,9,Cardio Equipment,Dearborn,EE. UU.,Brittany,11350,Lynch,Consumer,MI,4534 Shady Alley,48126.0,3,Footwear,42.31448364,-83.19998169,Pacific Asia,Bendigo,Australia,11350,2015-11-13 01:39:00,21653,191,17.0,0.170000002,54136,99.98999786,0.109999999,1,99.98999786,82.98999786,9.380000114,Oceania,Victoria,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-11-17 01:39:00,Standard Class,2015,November,13,4,Friday
CASH,5,4,95.86000061,203.9700012,Late delivery,1,17,Cleats,Dallas,EE. UU.,David,2064,Garrison,Consumer,TX,4896 Silver By-pass,75216.0,4,Apparel,32.71627045,-96.76869202,Africa,Kaduna,Nigeria,2064,2016-12-22 19:50:00,49449,365,35.99000168,0.150000006,123592,59.99000168,0.469999999,4,239.9600067,203.9700012,95.86000061,West Africa,Kaduna,CLOSED,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-12-27 19:50:00,Standard Class,2016,December,22,5,Thursday
